"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2010","PT","Total","Y51","Year","31.2",""
"2010","PT","Total","Y52","Year","30.3",""
"2010","PT","Total","Y53","Year","29.4",""
"2010","PT","Total","Y54","Year","28.5",""
"2010","PT","Total","Y55","Year","27.7",""
"2010","PT","Total","Y56","Year","26.8",""
"2010","PT","Total","Y57","Year","26.0",""
"2010","PT","Total","Y58","Year","25.1",""
"2010","PT","Total","Y59","Year","24.3",""
"2010","PT","Total","Y60","Year","23.4",""
"2010","PT","Total","Y61","Year","22.6",""
"2010","PT","Total","Y62","Year","21.7",""
"2010","PT","Total","Y63","Year","20.9",""
"2010","PT","Total","Y64","Year","20.1",""
"2010","PT","Total","Y65","Year","19.3",""
"2010","PT","Males","Y25","Year","52.4",""
"2010","PT","Males","Y26","Year","51.5",""
"2010","PT","Males","Y27","Year","50.5",""
"2010","PT","Males","Y28","Year","49.5",""
"2010","PT","Males","Y29","Year","48.6",""
"2010","PT","Males","Y30","Year","47.6",""
"2010","PT","Males","Y31","Year","46.7",""
"2010","PT","Males","Y32","Year","45.7",""
"2010","PT","Males","Y33","Year","44.7",""
"2010","PT","Males","Y34","Year","43.8",""
"2010","PT","Males","Y35","Year","42.9",""
"2010","PT","Males","Y36","Year","41.9",""
"2010","PT","Males","Y37","Year","41.0",""
"2010","PT","Males","Y38","Year","40.0",""
"2010","PT","Males","Y39","Year","39.1",""
"2010","PT","Males","Y40","Year","38.2",""
"2010","PT","Males","Y41","Year","37.3",""
"2010","PT","Males","Y42","Year","36.4",""
"2010","PT","Males","Y43","Year","35.5",""
"2010","PT","Males","Y44","Year","34.6",""
"2010","PT","Males","Y45","Year","33.7",""
"2010","PT","Males","Y46","Year","32.8",""
"2010","PT","Males","Y47","Year","31.9",""
"2010","PT","Males","Y48","Year","31.0",""
"2010","PT","Males","Y49","Year","30.2",""
"2010","PT","Males","Y50","Year","29.3",""
"2010","PT","Males","Y51","Year","28.5",""
"2010","PT","Males","Y52","Year","27.6",""
"2010","PT","Males","Y53","Year","26.8",""
"2010","PT","Males","Y54","Year","25.9",""
"2010","PT","Males","Y55","Year","25.1",""
"2010","PT","Males","Y56","Year","24.3",""
"2010","PT","Males","Y57","Year","23.5",""
"2010","PT","Males","Y58","Year","22.7",""
"2010","PT","Males","Y59","Year","21.9",""
"2010","PT","Males","Y60","Year","21.1",""
"2010","PT","Males","Y61","Year","20.3",""
"2010","PT","Males","Y62","Year","19.5",""
"2010","PT","Males","Y63","Year","18.8",""
"2010","PT","Males","Y64","Year","18.0",""
"2010","PT","Males","Y65","Year","17.2",""
"2010","PT","Females","Y25","Year","58.7",""
"2010","PT","Females","Y26","Year","57.7",""
"2010","PT","Females","Y27","Year","56.7",""
"2010","PT","Females","Y28","Year","55.7",""
"2010","PT","Females","Y29","Year","54.7",""
"2010","PT","Females","Y30","Year","53.8",""
"2010","PT","Females","Y31","Year","52.8",""
"2010","PT","Females","Y32","Year","51.8",""
"2010","PT","Females","Y33","Year","50.8",""
"2010","PT","Females","Y34","Year","49.9",""
"2010","PT","Females","Y35","Year","48.9",""
"2010","PT","Females","Y36","Year","47.9",""
"2010","PT","Females","Y37","Year","47.0",""
"2010","PT","Females","Y38","Year","46.0",""
"2010","PT","Females","Y39","Year","45.0",""
"2010","PT","Females","Y40","Year","44.1",""
"2010","PT","Females","Y41","Year","43.1",""
"2010","PT","Females","Y42","Year","42.2",""
"2010","PT","Females","Y43","Year","41.2",""
"2010","PT","Females","Y44","Year","40.2",""
"2010","PT","Females","Y45","Year","39.3",""
"2010","PT","Females","Y46","Year","38.3",""
"2010","PT","Females","Y47","Year","37.4",""
"2010","PT","Females","Y48","Year","36.5",""
"2010","PT","Females","Y49","Year","35.5",""
"2010","PT","Females","Y50","Year","34.6",""
"2010","PT","Females","Y51","Year","33.7",""
"2010","PT","Females","Y52","Year","32.8",""
"2010","PT","Females","Y53","Year","31.8",""
"2010","PT","Females","Y54","Year","30.9",""
"2010","PT","Females","Y55","Year","30.0",""
"2010","PT","Females","Y56","Year","29.1",""
"2010","PT","Females","Y57","Year","28.2",""
"2010","PT","Females","Y58","Year","27.2",""
"2010","PT","Females","Y59","Year","26.3",""
"2010","PT","Females","Y60","Year","25.4",""
"2010","PT","Females","Y61","Year","24.5",""
"2010","PT","Females","Y62","Year","23.6",""
"2010","PT","Females","Y63","Year","22.8",""
"2010","PT","Females","Y64","Year","21.9",""
"2010","PT","Females","Y65","Year","21.0",""
"2010","PT1","Total","Y25","Year","55.8",""
"2010","PT1","Total","Y26","Year","54.8",""
"2010","PT1","Total","Y27","Year","53.8",""
"2010","PT1","Total","Y28","Year","52.9",""
"2010","PT1","Total","Y29","Year","51.9",""
"2010","PT1","Total","Y30","Year","50.9",""
"2010","PT1","Total","Y31","Year","50.0",""
"2010","PT1","Total","Y32","Year","49.0",""
"2010","PT1","Total","Y33","Year","48.0",""
"2010","PT1","Total","Y34","Year","47.1",""
"2010","PT1","Total","Y35","Year","46.1",""
"2010","PT1","Total","Y36","Year","45.2",""
"2010","PT1","Total","Y37","Year","44.2",""
"2010","PT1","Total","Y38","Year","43.3",""
"2010","PT1","Total","Y39","Year","42.3",""
"2010","PT1","Total","Y40","Year","41.4",""
"2010","PT1","Total","Y41","Year","40.4",""
"2010","PT1","Total","Y42","Year","39.5",""
"2010","PT1","Total","Y43","Year","38.6",""
"2010","PT1","Total","Y44","Year","37.7",""
"2010","PT1","Total","Y45","Year","36.7",""
"2010","PT1","Total","Y46","Year","35.8",""
"2010","PT1","Total","Y47","Year","34.9",""
"2010","PT1","Total","Y48","Year","34.0",""
"2010","PT1","Total","Y49","Year","33.1",""
"2010","PT1","Total","Y50","Year","32.2",""
"2010","PT1","Total","Y51","Year","31.3",""
"2010","PT1","Total","Y52","Year","30.4",""
"2010","PT1","Total","Y53","Year","29.6",""
"2010","PT1","Total","Y54","Year","28.7",""
"2010","PT1","Total","Y55","Year","27.8",""
"2010","PT1","Total","Y56","Year","27.0",""
"2010","PT1","Total","Y57","Year","26.1",""
"2010","PT1","Total","Y58","Year","25.3",""
"2010","PT1","Total","Y59","Year","24.4",""
"2010","PT1","Total","Y60","Year","23.5",""
"2010","PT1","Total","Y61","Year","22.7",""
"2010","PT1","Total","Y62","Year","21.9",""
"2010","PT1","Total","Y63","Year","21.0",""
"2010","PT1","Total","Y64","Year","20.2",""
"2010","PT1","Total","Y65","Year","19.4",""
"2010","PT1","Males","Y25","Year","52.6",""
"2010","PT1","Males","Y26","Year","51.6",""
"2010","PT1","Males","Y27","Year","50.7",""
"2010","PT1","Males","Y28","Year","49.7",""
"2010","PT1","Males","Y29","Year","48.8",""
"2010","PT1","Males","Y30","Year","47.8",""
"2010","PT1","Males","Y31","Year","46.8",""
"2010","PT1","Males","Y32","Year","45.9",""
"2010","PT1","Males","Y33","Year","44.9",""
"2010","PT1","Males","Y34","Year","44.0",""
"2010","PT1","Males","Y35","Year","43.0",""
"2010","PT1","Males","Y36","Year","42.1",""
"2010","PT1","Males","Y37","Year","41.2",""
"2010","PT1","Males","Y38","Year","40.2",""
"2010","PT1","Males","Y39","Year","39.3",""
"2010","PT1","Males","Y40","Year","38.4",""
"2010","PT1","Males","Y41","Year","37.5",""
"2010","PT1","Males","Y42","Year","36.6",""
"2010","PT1","Males","Y43","Year","35.7",""
"2010","PT1","Males","Y44","Year","34.8",""
"2010","PT1","Males","Y45","Year","33.9",""
"2010","PT1","Males","Y46","Year","33.0",""
"2010","PT1","Males","Y47","Year","32.1",""
"2010","PT1","Males","Y48","Year","31.2",""
"2010","PT1","Males","Y49","Year","30.4",""
"2010","PT1","Males","Y50","Year","29.5",""
"2010","PT1","Males","Y51","Year","28.6",""
"2010","PT1","Males","Y52","Year","27.8",""
"2010","PT1","Males","Y53","Year","26.9",""
"2010","PT1","Males","Y54","Year","26.1",""
"2010","PT1","Males","Y55","Year","25.3",""
"2010","PT1","Males","Y56","Year","24.5",""
"2010","PT1","Males","Y57","Year","23.7",""
"2010","PT1","Males","Y58","Year","22.9",""
"2010","PT1","Males","Y59","Year","22.1",""
"2010","PT1","Males","Y60","Year","21.3",""
"2010","PT1","Males","Y61","Year","20.4",""
"2010","PT1","Males","Y62","Year","19.7",""
"2010","PT1","Males","Y63","Year","18.9",""
"2010","PT1","Males","Y64","Year","18.1",""
"2010","PT1","Males","Y65","Year","17.4",""
"2010","PT1","Females","Y25","Year","58.8",""
"2010","PT1","Females","Y26","Year","57.8",""
"2010","PT1","Females","Y27","Year","56.8",""
"2010","PT1","Females","Y28","Year","55.9",""
"2010","PT1","Females","Y29","Year","54.9",""
"2010","PT1","Females","Y30","Year","53.9",""
"2010","PT1","Females","Y31","Year","52.9",""
"2010","PT1","Females","Y32","Year","51.9",""
"2010","PT1","Females","Y33","Year","51.0",""
"2010","PT1","Females","Y34","Year","50.0",""
"2010","PT1","Females","Y35","Year","49.0",""
"2010","PT1","Females","Y36","Year","48.1",""
"2010","PT1","Females","Y37","Year","47.1",""
"2010","PT1","Females","Y38","Year","46.1",""
"2010","PT1","Females","Y39","Year","45.2",""
"2010","PT1","Females","Y40","Year","44.2",""
"2010","PT1","Females","Y41","Year","43.2",""
"2010","PT1","Females","Y42","Year","42.3",""
"2010","PT1","Females","Y43","Year","41.3",""
"2010","PT1","Females","Y44","Year","40.4",""
"2010","PT1","Females","Y45","Year","39.4",""
"2010","PT1","Females","Y46","Year","38.5",""
"2010","PT1","Females","Y47","Year","37.5",""
"2010","PT1","Females","Y48","Year","36.6",""
"2010","PT1","Females","Y49","Year","35.7",""
"2010","PT1","Females","Y50","Year","34.7",""
"2010","PT1","Females","Y51","Year","33.8",""
"2010","PT1","Females","Y52","Year","32.9",""
"2010","PT1","Females","Y53","Year","31.9",""
"2010","PT1","Females","Y54","Year","31.0",""
"2010","PT1","Females","Y55","Year","30.1",""
"2010","PT1","Females","Y56","Year","29.2",""
"2010","PT1","Females","Y57","Year","28.3",""
"2010","PT1","Females","Y58","Year","27.4",""
"2010","PT1","Females","Y59","Year","26.5",""
"2010","PT1","Females","Y60","Year","25.5",""
"2010","PT1","Females","Y61","Year","24.6",""
"2010","PT1","Females","Y62","Year","23.8",""
"2010","PT1","Females","Y63","Year","22.9",""
"2010","PT1","Females","Y64","Year","22.0",""
"2010","PT1","Females","Y65","Year","21.1",""
"2010","PT11","Total","Y25","Year","56.0",""
"2010","PT11","Total","Y26","Year","55.0",""
"2010","PT11","Total","Y27","Year","54.0",""
"2010","PT11","Total","Y28","Year","53.1",""
"2010","PT11","Total","Y29","Year","52.1",""
"2010","PT11","Total","Y30","Year","51.1",""
"2010","PT11","Total","Y31","Year","50.1",""
"2010","PT11","Total","Y32","Year","49.2",""
"2010","PT11","Total","Y33","Year","48.2",""
"2010","PT11","Total","Y34","Year","47.2",""
"2010","PT11","Total","Y35","Year","46.3",""
"2010","PT11","Total","Y36","Year","45.3",""
"2010","PT11","Total","Y37","Year","44.4",""
"2010","PT11","Total","Y38","Year","43.4",""
"2010","PT11","Total","Y39","Year","42.5",""
"2010","PT11","Total","Y40","Year","41.5",""
"2010","PT11","Total","Y41","Year","40.6",""
"2010","PT11","Total","Y42","Year","39.7",""
"2010","PT11","Total","Y43","Year","38.7",""
"2010","PT11","Total","Y44","Year","37.8",""
"2010","PT11","Total","Y45","Year","36.9",""
"2010","PT11","Total","Y46","Year","36.0",""
"2010","PT11","Total","Y47","Year","35.0",""
"2010","PT11","Total","Y48","Year","34.1",""
"2010","PT11","Total","Y49","Year","33.2",""
"2010","PT11","Total","Y50","Year","32.3",""
"2010","PT11","Total","Y51","Year","31.4",""
"2010","PT11","Total","Y52","Year","30.6",""
"2010","PT11","Total","Y53","Year","29.7",""
"2010","PT11","Total","Y54","Year","28.8",""
"2010","PT11","Total","Y55","Year","27.9",""
"2010","PT11","Total","Y56","Year","27.0",""
"2010","PT11","Total","Y57","Year","26.2",""
"2010","PT11","Total","Y58","Year","25.3",""
"2010","PT11","Total","Y59","Year","24.4",""
"2010","PT11","Total","Y60","Year","23.6",""
"2010","PT11","Total","Y61","Year","22.7",""
"2010","PT11","Total","Y62","Year","21.9",""
"2010","PT11","Total","Y63","Year","21.1",""
"2010","PT11","Total","Y64","Year","20.2",""
"2010","PT11","Total","Y65","Year","19.4",""
"2010","PT11","Males","Y25","Year","52.8",""
"2010","PT11","Males","Y26","Year","51.8",""
"2010","PT11","Males","Y27","Year","50.9",""
"2010","PT11","Males","Y28","Year","49.9",""
"2010","PT11","Males","Y29","Year","48.9",""
"2010","PT11","Males","Y30","Year","47.9",""
"2010","PT11","Males","Y31","Year","47.0",""
"2010","PT11","Males","Y32","Year","46.0",""
"2010","PT11","Males","Y33","Year","45.1",""
"2010","PT11","Males","Y34","Year","44.1",""
"2010","PT11","Males","Y35","Year","43.2",""
"2010","PT11","Males","Y36","Year","42.2",""
"2010","PT11","Males","Y37","Year","41.3",""
"2010","PT11","Males","Y38","Year","40.3",""
"2010","PT11","Males","Y39","Year","39.4",""
"2010","PT11","Males","Y40","Year","38.5",""
"2010","PT11","Males","Y41","Year","37.6",""
"2010","PT11","Males","Y42","Year","36.7",""
"2010","PT11","Males","Y43","Year","35.8",""
"2010","PT11","Males","Y44","Year","34.9",""
"2010","PT11","Males","Y45","Year","33.9",""
"2010","PT11","Males","Y46","Year","33.1",""
"2010","PT11","Males","Y47","Year","32.2",""
"2010","PT11","Males","Y48","Year","31.3",""
"2010","PT11","Males","Y49","Year","30.5",""
"2010","PT11","Males","Y50","Year","29.6",""
"2010","PT11","Males","Y51","Year","28.7",""
"2010","PT11","Males","Y52","Year","27.9",""
"2010","PT11","Males","Y53","Year","27.0",""
"2010","PT11","Males","Y54","Year","26.2",""
"2010","PT11","Males","Y55","Year","25.3",""
"2010","PT11","Males","Y56","Year","24.5",""
"2010","PT11","Males","Y57","Year","23.7",""
"2010","PT11","Males","Y58","Year","22.9",""
"2010","PT11","Males","Y59","Year","22.1",""
"2010","PT11","Males","Y60","Year","21.3",""
"2010","PT11","Males","Y61","Year","20.5",""
"2010","PT11","Males","Y62","Year","19.7",""
"2010","PT11","Males","Y63","Year","18.9",""
"2010","PT11","Males","Y64","Year","18.1",""
"2010","PT11","Males","Y65","Year","17.4",""
"2010","PT11","Females","Y25","Year","59.0",""
"2010","PT11","Females","Y26","Year","58.0",""
"2010","PT11","Females","Y27","Year","57.0",""
"2010","PT11","Females","Y28","Year","56.1",""
"2010","PT11","Females","Y29","Year","55.1",""
"2010","PT11","Females","Y30","Year","54.1",""
"2010","PT11","Females","Y31","Year","53.1",""
"2010","PT11","Females","Y32","Year","52.1",""
"2010","PT11","Females","Y33","Year","51.1",""
"2010","PT11","Females","Y34","Year","50.2",""
"2010","PT11","Females","Y35","Year","49.2",""
"2010","PT11","Females","Y36","Year","48.2",""
"2010","PT11","Females","Y37","Year","47.2",""
"2010","PT11","Females","Y38","Year","46.3",""
"2010","PT11","Females","Y39","Year","45.3",""
"2010","PT11","Females","Y40","Year","44.3",""
"2010","PT11","Females","Y41","Year","43.4",""
"2010","PT11","Females","Y42","Year","42.4",""
"2010","PT11","Females","Y43","Year","41.5",""
"2010","PT11","Females","Y44","Year","40.5",""
"2010","PT11","Females","Y45","Year","39.6",""
"2010","PT11","Females","Y46","Year","38.6",""
"2010","PT11","Females","Y47","Year","37.6",""
"2010","PT11","Females","Y48","Year","36.7",""
"2010","PT11","Females","Y49","Year","35.8",""
"2010","PT11","Females","Y50","Year","34.8",""
"2010","PT11","Females","Y51","Year","33.9",""
"2010","PT11","Females","Y52","Year","33.0",""
"2010","PT11","Females","Y53","Year","32.0",""
"2010","PT11","Females","Y54","Year","31.1",""
"2010","PT11","Females","Y55","Year","30.2",""
"2010","PT11","Females","Y56","Year","29.2",""
"2010","PT11","Females","Y57","Year","28.3",""
"2010","PT11","Females","Y58","Year","27.4",""
"2010","PT11","Females","Y59","Year","26.5",""
"2010","PT11","Females","Y60","Year","25.6",""
"2010","PT11","Females","Y61","Year","24.7",""
"2010","PT11","Females","Y62","Year","23.8",""
"2010","PT11","Females","Y63","Year","22.9",""
"2010","PT11","Females","Y64","Year","22.0",""
"2010","PT11","Females","Y65","Year","21.1",""
"2010","PT15","Total","Y25","Year","55.8",""
"2010","PT15","Total","Y26","Year","54.9",""
"2010","PT15","Total","Y27","Year","53.9",""
"2010","PT15","Total","Y28","Year","53.0",""
"2010","PT15","Total","Y29","Year","52.0",""
"2010","PT15","Total","Y30","Year","51.1",""
"2010","PT15","Total","Y31","Year","50.1",""
"2010","PT15","Total","Y32","Year","49.1",""
"2010","PT15","Total","Y33","Year","48.1",""
"2010","PT15","Total","Y34","Year","47.2",""
"2010","PT15","Total","Y35","Year","46.2",""
"2010","PT15","Total","Y36","Year","45.3",""
"2010","PT15","Total","Y37","Year","44.3",""
"2010","PT15","Total","Y38","Year","43.4",""
"2010","PT15","Total","Y39","Year","42.4",""
"2010","PT15","Total","Y40","Year","41.5",""
"2010","PT15","Total","Y41","Year","40.6",""
"2010","PT15","Total","Y42","Year","39.7",""
"2010","PT15","Total","Y43","Year","38.7",""
"2010","PT15","Total","Y44","Year","37.8",""
"2010","PT15","Total","Y45","Year","36.9",""
"2010","PT15","Total","Y46","Year","35.9",""
"2010","PT15","Total","Y47","Year","35.0",""
"2010","PT15","Total","Y48","Year","34.2",""
"2010","PT15","Total","Y49","Year","33.3",""
"2010","PT15","Total","Y50","Year","32.4",""
"2010","PT15","Total","Y51","Year","31.5",""
"2010","PT15","Total","Y52","Year","30.6",""
"2010","PT15","Total","Y53","Year","29.7",""
"2010","PT15","Total","Y54","Year","28.9",""
"2010","PT15","Total","Y55","Year","28.0",""
"2010","PT15","Total","Y56","Year","27.1",""
"2010","PT15","Total","Y57","Year","26.2",""
"2010","PT15","Total","Y58","Year","25.5",""
"2010","PT15","Total","Y59","Year","24.7",""
"2010","PT15","Total","Y60","Year","23.8",""
"2010","PT15","Total","Y61","Year","23.0",""
"2010","PT15","Total","Y62","Year","22.2",""
"2010","PT15","Total","Y63","Year","21.4",""
"2010","PT15","Total","Y64","Year","20.6",""
"2010","PT15","Total","Y65","Year","19.8",""
"2010","PT15","Males","Y25","Year","52.6",""
"2010","PT15","Males","Y26","Year","51.7",""
"2010","PT15","Males","Y27","Year","50.7",""
"2010","PT15","Males","Y28","Year","49.8",""
"2010","PT15","Males","Y29","Year","48.9",""
"2010","PT15","Males","Y30","Year","48.0",""
"2010","PT15","Males","Y31","Year","47.0",""
"2010","PT15","Males","Y32","Year","46.0",""
"2010","PT15","Males","Y33","Year","45.0",""
"2010","PT15","Males","Y34","Year","44.1",""
"2010","PT15","Males","Y35","Year","43.1",""
"2010","PT15","Males","Y36","Year","42.2",""
"2010","PT15","Males","Y37","Year","41.3",""
"2010","PT15","Males","Y38","Year","40.3",""
"2010","PT15","Males","Y39","Year","39.4",""
"2010","PT15","Males","Y40","Year","38.5",""
"2010","PT15","Males","Y41","Year","37.6",""
"2010","PT15","Males","Y42","Year","36.7",""
"2010","PT15","Males","Y43","Year","35.8",""
"2010","PT15","Males","Y44","Year","34.8",""
"2010","PT15","Males","Y45","Year","33.9",""
"2010","PT15","Males","Y46","Year","33.1",""
"2010","PT15","Males","Y47","Year","32.2",""
"2010","PT15","Males","Y48","Year","31.3",""
"2010","PT15","Males","Y49","Year","30.5",""
"2010","PT15","Males","Y50","Year","29.7",""
"2010","PT15","Males","Y51","Year","28.8",""
"2010","PT15","Males","Y52","Year","27.9",""
"2010","PT15","Males","Y53","Year","27.1",""
"2010","PT15","Males","Y54","Year","26.3",""
"2010","PT15","Males","Y55","Year","25.5",""
"2010","PT15","Males","Y56","Year","24.6",""
"2010","PT15","Males","Y57","Year","23.8",""
"2010","PT15","Males","Y58","Year","23.1",""
"2010","PT15","Males","Y59","Year","22.3",""
"2010","PT15","Males","Y60","Year","21.5",""
"2010","PT15","Males","Y61","Year","20.7",""
"2010","PT15","Males","Y62","Year","20.0",""
"2010","PT15","Males","Y63","Year","19.2",""
"2010","PT15","Males","Y64","Year","18.5",""
"2010","PT15","Males","Y65","Year","17.7",""
"2010","PT15","Females","Y25","Year","59.1",""
"2010","PT15","Females","Y26","Year","58.1",""
"2010","PT15","Females","Y27","Year","57.2",""
"2010","PT15","Females","Y28","Year","56.2",""
"2010","PT15","Females","Y29","Year","55.2",""
"2010","PT15","Females","Y30","Year","54.2",""
"2010","PT15","Females","Y31","Year","53.3",""
"2010","PT15","Females","Y32","Year","52.3",""
"2010","PT15","Females","Y33","Year","51.3",""
"2010","PT15","Females","Y34","Year","50.3",""
"2010","PT15","Females","Y35","Year","49.4",""
"2010","PT15","Females","Y36","Year","48.4",""
"2010","PT15","Females","Y37","Year","47.5",""
"2010","PT15","Females","Y38","Year","46.5",""
"2010","PT15","Females","Y39","Year","45.5",""
"2010","PT15","Females","Y40","Year","44.6",""
"2010","PT15","Females","Y41","Year","43.6",""
"2010","PT15","Females","Y42","Year","42.7",""
"2010","PT15","Females","Y43","Year","41.7",""
"2010","PT15","Females","Y44","Year","40.7",""
"2010","PT15","Females","Y45","Year","39.8",""
"2010","PT15","Females","Y46","Year","38.8",""
"2010","PT15","Females","Y47","Year","37.9",""
"2010","PT15","Females","Y48","Year","37.0",""
"2010","PT15","Females","Y49","Year","36.1",""
"2010","PT15","Females","Y50","Year","35.1",""
"2010","PT15","Females","Y51","Year","34.2",""
"2010","PT15","Females","Y52","Year","33.3",""
"2010","PT15","Females","Y53","Year","32.4",""
"2010","PT15","Females","Y54","Year","31.4",""
"2010","PT15","Females","Y55","Year","30.5",""
"2010","PT15","Females","Y56","Year","29.6",""
"2010","PT15","Females","Y57","Year","28.6",""
"2010","PT15","Females","Y58","Year","27.8",""
"2010","PT15","Females","Y59","Year","26.9",""
"2010","PT15","Females","Y60","Year","26.0",""
"2010","PT15","Females","Y61","Year","25.1",""
"2010","PT15","Females","Y62","Year","24.3",""
"2010","PT15","Females","Y63","Year","23.4",""
"2010","PT15","Females","Y64","Year","22.5",""
"2010","PT15","Females","Y65","Year","21.7",""
"2010","PT16","Total","Y25","Year","55.9",""
"2010","PT16","Total","Y26","Year","55.0",""
"2010","PT16","Total","Y27","Year","54.0",""
"2010","PT16","Total","Y28","Year","53.0",""
"2010","PT16","Total","Y29","Year","52.1",""
"2010","PT16","Total","Y30","Year","51.1",""
"2010","PT16","Total","Y31","Year","50.1",""
"2010","PT16","Total","Y32","Year","49.2",""
"2010","PT16","Total","Y33","Year","48.2",""
"2010","PT16","Total","Y34","Year","47.2",""
"2010","PT16","Total","Y35","Year","46.3",""
"2010","PT16","Total","Y36","Year","45.3",""
"2010","PT16","Total","Y37","Year","44.4",""
"2010","PT16","Total","Y38","Year","43.4",""
"2010","PT16","Total","Y39","Year","42.5",""
"2010","PT16","Total","Y40","Year","41.5",""
"2010","PT16","Total","Y41","Year","40.6",""
"2010","PT16","Total","Y42","Year","39.6",""
"2010","PT16","Total","Y43","Year","38.7",""
"2010","PT16","Total","Y44","Year","37.8",""
"2010","PT16","Total","Y45","Year","36.9",""
"2010","PT16","Total","Y46","Year","36.0",""
"2010","PT16","Total","Y47","Year","35.1",""
"2010","PT16","Total","Y48","Year","34.1",""
"2010","PT16","Total","Y49","Year","33.2",""
"2010","PT16","Total","Y50","Year","32.3",""
"2010","PT16","Total","Y51","Year","31.4",""
"2010","PT16","Total","Y52","Year","30.6",""
"2010","PT16","Total","Y53","Year","29.7",""
"2010","PT16","Total","Y54","Year","28.8",""
"2010","PT16","Total","Y55","Year","27.9",""
"2010","PT16","Total","Y56","Year","27.1",""
"2010","PT16","Total","Y57","Year","26.2",""
"2010","PT16","Total","Y58","Year","25.3",""
"2010","PT16","Total","Y59","Year","24.5",""
"2010","PT16","Total","Y60","Year","23.6",""
"2010","PT16","Total","Y61","Year","22.8",""
"2010","PT16","Total","Y62","Year","21.9",""
"2010","PT16","Total","Y63","Year","21.1",""
"2010","PT16","Total","Y64","Year","20.3",""
"2010","PT16","Total","Y65","Year","19.4",""
"2010","PT16","Males","Y25","Year","52.8",""
"2010","PT16","Males","Y26","Year","51.9",""
"2010","PT16","Males","Y27","Year","50.9",""
"2010","PT16","Males","Y28","Year","50.0",""
"2010","PT16","Males","Y29","Year","49.0",""
"2010","PT16","Males","Y30","Year","48.0",""
"2010","PT16","Males","Y31","Year","47.1",""
"2010","PT16","Males","Y32","Year","46.1",""
"2010","PT16","Males","Y33","Year","45.1",""
"2010","PT16","Males","Y34","Year","44.2",""
"2010","PT16","Males","Y35","Year","43.2",""
"2010","PT16","Males","Y36","Year","42.3",""
"2010","PT16","Males","Y37","Year","41.4",""
"2010","PT16","Males","Y38","Year","40.4",""
"2010","PT16","Males","Y39","Year","39.5",""
"2010","PT16","Males","Y40","Year","38.5",""
"2010","PT16","Males","Y41","Year","37.6",""
"2010","PT16","Males","Y42","Year","36.7",""
"2010","PT16","Males","Y43","Year","35.8",""
"2010","PT16","Males","Y44","Year","34.9",""
"2010","PT16","Males","Y45","Year","34.0",""
"2010","PT16","Males","Y46","Year","33.1",""
"2010","PT16","Males","Y47","Year","32.3",""
"2010","PT16","Males","Y48","Year","31.4",""
"2010","PT16","Males","Y49","Year","30.5",""
"2010","PT16","Males","Y50","Year","29.6",""
"2010","PT16","Males","Y51","Year","28.8",""
"2010","PT16","Males","Y52","Year","27.9",""
"2010","PT16","Males","Y53","Year","27.1",""
"2010","PT16","Males","Y54","Year","26.3",""
"2010","PT16","Males","Y55","Year","25.4",""
"2010","PT16","Males","Y56","Year","24.6",""
"2010","PT16","Males","Y57","Year","23.7",""
"2010","PT16","Males","Y58","Year","22.9",""
"2010","PT16","Males","Y59","Year","22.1",""
"2010","PT16","Males","Y60","Year","21.3",""
"2010","PT16","Males","Y61","Year","20.5",""
"2010","PT16","Males","Y62","Year","19.7",""
"2010","PT16","Males","Y63","Year","19.0",""
"2010","PT16","Males","Y64","Year","18.2",""
"2010","PT16","Males","Y65","Year","17.4",""
"2010","PT16","Females","Y25","Year","58.9",""
"2010","PT16","Females","Y26","Year","57.9",""
"2010","PT16","Females","Y27","Year","57.0",""
"2010","PT16","Females","Y28","Year","56.0",""
"2010","PT16","Females","Y29","Year","55.0",""
"2010","PT16","Females","Y30","Year","54.0",""
"2010","PT16","Females","Y31","Year","53.1",""
"2010","PT16","Females","Y32","Year","52.1",""
"2010","PT16","Females","Y33","Year","51.1",""
"2010","PT16","Females","Y34","Year","50.1",""
"2010","PT16","Females","Y35","Year","49.2",""
"2010","PT16","Females","Y36","Year","48.2",""
"2010","PT16","Females","Y37","Year","47.2",""
"2010","PT16","Females","Y38","Year","46.3",""
"2010","PT16","Females","Y39","Year","45.3",""
"2010","PT16","Females","Y40","Year","44.3",""
"2010","PT16","Females","Y41","Year","43.4",""
"2010","PT16","Females","Y42","Year","42.4",""
"2010","PT16","Females","Y43","Year","41.5",""
"2010","PT16","Females","Y44","Year","40.5",""
"2010","PT16","Females","Y45","Year","39.6",""
"2010","PT16","Females","Y46","Year","38.6",""
"2010","PT16","Females","Y47","Year","37.7",""
"2010","PT16","Females","Y48","Year","36.7",""
"2010","PT16","Females","Y49","Year","35.8",""
"2010","PT16","Females","Y50","Year","34.8",""
"2010","PT16","Females","Y51","Year","33.9",""
"2010","PT16","Females","Y52","Year","33.0",""
"2010","PT16","Females","Y53","Year","32.1",""
"2010","PT16","Females","Y54","Year","31.1",""
"2010","PT16","Females","Y55","Year","30.2",""
"2010","PT16","Females","Y56","Year","29.3",""
"2010","PT16","Females","Y57","Year","28.4",""
"2010","PT16","Females","Y58","Year","27.5",""
"2010","PT16","Females","Y59","Year","26.6",""
"2010","PT16","Females","Y60","Year","25.7",""
"2010","PT16","Females","Y61","Year","24.7",""
